Song-Name,Singer/Artists,Genre
Jab Se Tumko Dekha,"Asha Bhosle, Kishore Kumar",Romantic
Lamha Lamha,Abhijeet,Romance
Raat Baaqi Baat Baaqi,"Asha Bhosle, Bappi Lahiri, Basavalingaiah Hiremath, Shashi Kapoor",Dance
Raat Baaqi Baat Baaqi,"Asha Bhosle, Bappi Lahiri, Basavalingaiah Hiremath, Shashi Kapoor",Dance
Aankhon Mein Neendein,"Rahat Fateh Ali Khan, Shankar Mahadevan, Shreya Ghoshal",Romantic
Tumsa Nahin Dekha,Mohammed Rafi,Romantic
Hey Ooi Amma Ooi Amma,Poornima,Dance
Jaage Hain,"A.R. Rahman, K. S. Chithra",Sad
Koi Jab Tumhara Hriday Tod De,Mukesh,Sad
Mashallah (Remix),"Shreya Ghoshal, Wajid",Dance
Mere Khwabon Mein Jo Aaye,Alka Yagnik,Dance
Chali Kahani,"Haricharan, Haripriya, Sukhwinder Singh",Dance
Saddi Dilli,Millind Gaba,Dance
Dum Dum,"Romy, Vivek Hariharan",Romantic
Dil Ko Aaya Sukoon,"Hiral Brahmbhatt, Rahat Fateh Ali Khan",
Kya Tujhe Ab Ye Dil Bataye,Falak Shabir,Romantic
Rabba Meray Haal Da Mehram Tu,"Amit Mishra, Sumeet Anand",Devotional
Woh Lamhe Woh Baatein,Atif Aslam,Sad
Chot Dil Pe Lagi,"Alisha Chinai, Kumar Sanu",Romantic
Lagi Aaj Sawan Ki,"Anupama Deshpande, Suresh Wadkar",Romantic
Pyaar Ki Ek Kahani,"Shreya Ghosal, Sonu Nigam",DanceRomantic
Tip Tip Barsa Pani,"Alka Yagnik, Udit Narayan",Dance
Tujhko Mera Pyar Pukare,"Asha Bhosle, Mahendra Kapoor",Romantic
Talli,"Anmol Malik, Hard Kaur, Mika Singh",Dance
Tonight,Suman Sridhar,Romantic
Ayaashi,K.K.,Dance
Ishqe Di Lat,Ankit Tiwari,Romantic
Saawan Ke Jhoolon Ne,Mohammad Aziz,Dance
Pyar Ho (Redux),Sunidhi Chauhan,
Neela Dupatta,"Abhijeet, Alka Yagnik",Dance
Aap Yun Hi Agar Humse Milte Rahe,"Asha Bhosle, Mohammed Rafi",Romantic
Dil Jo Na Keh Saka,"Shail Hada, Shreya Ghoshal",Sad
Aankhon Ki Gustakhiyan Maaf Ho,"Karsan Sangathia, Kavita Krishnamurthy",Romantic
Meher Hai Rab Di,"Khushhboo Grewal, Mika Singh",Dance
Tere Ghar Ke Samne,"Lata Mangeshkar, Mohammed Rafi",Dance
Inteha Ho Gayi Intezaar Ki,"Asha Bhosle, Bappi Lahiri",Sad
Dil Ka Koi Tukda,"Hariharan, Kavita Krishnamurthy",Sad
Dhadkane Saansein Jawani,"Anuradha Paudwal, Pankaj Udhas",Dance
Dil Tera Diwana,"Lata Mangeshkar, Mohammed Rafi",Romantic
Ek Lo Ek Muft,Bappi Lahiri,Dance
Maine Pyar Kiya,S.P. Balasubrahmanyam,Dance
Chaar Dina Ki,"Imran Khan, Pankaj Kapur, Prem Dehati",Dance
Piya Tu Ab To Aaja,Asha Bhosle,Dance
Tu Meri (Remix),Vishal Dadlani,Dance
Kitne Bhi Tu Karle Sitam,Asha Bhosle,Sad
Jab Mila Tu,Vishal Dadlani,Romantic
O Mere Majhi Mere Sajan Hai,S. D. Burman,Sad
Churao Na Dil,"Kavita Krishnamurthy, Udit Narayan",Romantic
Mujhe Raat Din Bas,Sonu Nigam,Romantic
Main Nai Jaana Pardes,Shafqat Amanat Ali,Sad
Chikini Chameli (Remix),Shreya Ghoshal,Dance
Jane Na Nazar Pehchane Jigar,"Lata Mangeshkar, Mukesh",Romantic
Tu Mohabbat Hai,"Atif Aslam, Monali Thakur",Romantic
O Re Khuda,"Adnan Sami, Javed Basheer",Romantic
Sar Se Sarke,"Kishore Kumar, Lata Mangeshkar",Romantic
Humko Tumse Ho Gaya Hai Pyar,"Kishore Kumar, Lata Mangeshkar, Mohammed Rafi, Mukesh",Dance
Dhik Ta Na Na – Duet,"Poornima, Udit Narayan",Romantic
Jaane Kahan Mera Jigar Gaya Ji,"Geeta Dutt, Mohammed Rafi",Romantic
Chaar Shanivaar,"Armaan Malik, Badshah, Vishal Dadlani",Dance
Dancing Jodi,"Labh Janjua, Sunidhi Chauhan",Dance
Tera Bemar Mera Dil,"Kavita Krishnamurthy, Mohammad Aziz",Dance
Ishq Ki Galee,"Jayesh Gandhi, Rahat Fateh Ali Khan",Sad
Piya Piya O Piya,"Pinky, Prashant, Preeti",Dance
Tune Bechain Itna Ziada Kiya,"Anuradha Paudwal, Mohammad Aziz",Romantic
Rozaana,Salim Merchant,Romantic
Baawra,"Gulzar, Nihira Joshi Deshpande, Shankar Mahadevan",Sad
O Humdum Suniyo Re,"K.K., Kunal, Pravin Mani, Shaan",Dance
Hookah Bar (Remix),"Aman Trikha, Himesh Reshammiya, Vineet Singh",Dance
Bismil,Sukhwinder Singh,Dance
Jadugar Ka Jadoo,Suresh Wadkar,Dance
Pyar Chahiye Mujhe Jine Ke Liye,,Romantic
Assalaam Vaalekum,Himesh Reshammiya,Dance
Yeh Desh Hai Veer Jawanon Kaa,Mohammed Rafi,Patriotic
Kismat Se Tum Hum Ko Mile,"Anuradha Paudwal, Sonu Nigam",Sad
Hip Hip Huraah,Sonu Kakkar,Dance
Ankahee,Amit Trivedi,Romantic
Foolishq,"Armaan Malik, Shreya Ghoshal",Romantic
Foolishq,"Armaan Malik, Shreya Ghoshal",Romantic
Dil Diwana,Sonu Nigam,Dance
Guest In London,"Amit Mishra, Navendu Tripathi",Dance
Love You Till The End,Armaan Malik,DanceRomantic
Mera Yaar Bana Hai Dulha,Mohammed Rafi,Dance
Jab Tak Hai Jaan Mashup,Multiple,Dance
Pump It (The Workout Song),"Meet Bros, Yash Narvekar",Dance
Pyar Nahin Karna,"Alka Yagnik, Kumar Sanu",Romantic
Bichdann,Rahat Fateh Ali Khan,Sad
Raghupati Raghav,"Alka Yagnik, Shankar Mahadevan",Dance
Show Me Your Jalwa,"Kailash Kher, Richa Sharma, Salim Merchant",Dance
Fevicol Se (Remix),"Mamta Sharma, Wajid",Dance
Ay Sakhi,"Aanchal Sethi, Chinmayi Sripaada, Madhushree, Vaishali Samant",
Kahin Karti Hogi Woh Mera Intezar,Mukesh,Dance
Khamakhaa,"Ayushman Khurana, Neeti Mohan",Romance
Jhoot Nahin Bolna,"Himesh Reshammiya, Shreya Ghoshal",Dance
Ik Junoon,Vishal Dadlani,Dance
Aafaton Ke Parinde,"Divya Kumar, Suraj Jagan",Dance
Dilrubaon Ke Jalwe,"Amit Kumar, Monali Thakur",Dance
Pak Chik Pak,"Anand, Jolly Mukherjee, Vinod Rathod",DanceRomantic
Bhangra Bistar,"Alisha Chinoy, Hard Kaur, Sunidhi Chauhan",Dance
Baawre,"Loy Mendonsa, Shankar Mahadevan",Dance
Chhalka Chhalka Re,"Mahalaxmi, Richa Sharma, Shoma, Vaishali",Dance
Kya Mujhe Pyar Hai,K.K.,Romantic
Mere Khwabon Mein Tu,"Alka Yagnik, Kumar Sanu",Romantic
Lets Rock Soniye,"Shaan, Tulsi Kumar",Dance
Khaana Khaake,"Amit, Amitabh Bhattacharya, Antara, Aroh, Ashwin, Geet Sagar, June, Pritam, Sunny, Tushar",Dance
Tumse Jo Dekhte Hi Pyar Hua,"Lata Mangeshkar, S.P. Balasubrahmanyam",Dance
Roja Jaaneman,Hariharan,Romantic
Udte Badal Se Poochho,Alka Yagnik,
Meri Wafayen Yaad Karoge,"Asha Bhosle, Kumar Sanu",Sad
Phool Maangu Na Bahaar Maangu,"Alka Yagnik, Udit Narayan",Dance
Jaaneman Jaane Jaan,"Alka Yagnik, Sonu Nigam",Dance
Dil Samander,"K.K., Sunidhi Chauhan",Dance
Seena Pada,"Shreya Ghoshal, Udit Narayan",Sad
Bahut Pyar Karte Hai (Male Version),S.P. Balasubrahmanyam,Dance
Baari Barsi,"Harshdeep Kaur, Salim Merchant",Dance
Jahan Mil Jayen Chaar Yaar,"Amitabh Bachchan, Kishore Kumar",Dance
Saajan Aayo Re,"A.R. Rahman, Jonita Gandhi, Nakash Aziz",Romantic
Fukraa,"Hard Kaur, Jazzy B",Dance
Kehdoon Tumhen,"Asha Bhosle, Kishore Kumar",Romantic
Is Pal,"Shreya Ghoshal, Sonu Nigam",Romantic
Senorita (Remix),"Abhay Deol, Farhan Akhtar, Hrithik Roshan",Dance
Aa Zara,Sunidhi Chauhan,Romantic
Naina Lad Jaihen,Mohammed Rafi,Dance
Dil Kya Kare,Adnan Sami,Romantic
Chupke Se,"Murtuza, Qadir, Sadhana Sargam",Romantic
Dard Ka Pata,"Mohammed Irfan, Sam",Sad
Aaj Na Chhodenge,"Kishore Kumar, Lata Mangeshkar",Dance
Mere Sang,Sunidhi Chauhan,Romantic
Jab Se Hum Tere,"Alka Yagnik, Kumar Sanu",Dance
Allah Hi Reham,Ustad Rashid Khan,Romantic
Ajnabi Shehar,Sonu Nigam,Romantic
Auva Auva Koi Yahan Nache,Bappi Lahiri,Dance
Roy Mashup,Multiple,Dance
Mujse Shaadi Karogi,"Alka Yagnik, Kumar Sanu, Shankar Mahadevan, Suresh Wadkar",Romantic
Mohe Panghat Pe,Lata Mangeshkar,Devotional
Tauba Main Vyaah Karke Pachtaya,"Poorvi Koutish, Shahid Malya",Dance
Chura Lo Dil Mera,"Kumar Sanu, Sanjivani",Romantic
Tere Bina Tere Bina,"Alka Yagnik, Shaan",Dance
Pyaar Tune Kya Kiya,"Alka Yagnik, Sonu Nigam",Dance
Der Na Ho Jaye Kahin,"Lata Mangeshkar, Mohammad Sayeed, Suresh Wadkar",Dance
Mujhko Neend Aa Rahi Hai,"Sonu Nigam, Sunidhi Chauhan",Romantic
Samajh Kar Chand Jis Ko,"Alka Yagnik, Vinod Rathod",Romantic
Labon Ko,K.K.,Romantic
Rehna Tu,"A.R. Rahman, Benny Dayal, Tanvi",Romantic
Hass Nache Le,Shahid Mallya,Dance
Dhai Akhar,Mohammed Irfan,Romantic
Chennai Express Mashup,Multiple,Dance
Aaja Aaja Re Tujhko,"Asha Bhosle, Mahendra Kapoor",Romantic
Keh Do Ke Tum,"Amit Kumar, Anuradha Paudwal",Romantic
Ang Lag Ja Balma,Asha Bhosle,Romantic
Tanhaiyan,"Himesh Reshammiya, Sunidhi Chauhan",Sad
Dil Dil Deewana,"Alka Yagnik, Udit Narayan",Dance
Tere Mohalle,"Aishwarya Nigam, Mamta Sharma",Dance
Mera Dil Ab Tera Ho Sajna,Lata Mangeshkar,Dance
Pyaar Yeh Jaane Kaise,"Kavita Krishnamurthy, Suresh Wadkar",Dance
Are Diwano Mujhe Pehchano,Kishore Kumar,Dance
Aaj Din Chadheya,"Harshdeep Kaur, Irshad Kamil",Romantic
Na Jaa,Asees Kaur,Sad
Mai Ri Mai,Harshdeep Kaur,Sad
Jiske Liye Sabko Chhoda,"Mohammed Rafi, Sulakshana Pandit",
Thori Se Jo Peeli Hai,Kishore Kumar,Dance
Desi Beat,"Amrita Kak, Mika Singh",Dance
Lamha Lamha,Amit Mishra,Romantic
Kaisi Yeh Judai Hain,Falak Shabir,Sad
Chaudhvin Ka Chand,Mohammed Rafi,Romantic
Jeth Ki Dophar Mein,"Kumar Sanu, Poornima",Romantic
Jingle Jingle,"Farhid, Master Saleem, Mohit Chauhan",Dance
Gadbad Ho Gayee,"Amit Kumar, Jolly, Kavita Krishnamurthy",Dance
Hamare Gaon Koi,"Asha Bhosle, Lata Mangeshkar",Dance
Blue (Theme),"Dilshad, Jaspeert Singh, Neha Kakkar, Raqeeb Aalam, Sonu Kakkar",Dance
Main Kya Hoon,KK,Dance
Chand Si Mehbooba Ho Meri,Mukesh,Romantic
Dagariyo Chalo,"Alka Yagnik, Udit Narayan",Dance
Daaru Band Kal Se,"Sonu Nigam, Teesha Nigam",Dance
Adhoore Tum Adhoore Hum,"Alyssa Mendonsa, Vishal Dadlani",Dance
Hai Rama,"Hariharan, Swarnalatha",Dance
Madhuban Mein Radhika Nache Re,Mohammed Rafi,Dance
Main khiladi Tu Anari,"Abhijeet, Anu Malik",Dance
Main Pal Do Pal Ka Shayar,Mukesh,Sad
Aashiyana,Salim Merchant,Dance
Mehbooba Mehbooba,"Adnan Sami, Sunidhi Chauhan",Dance
Mehbooba Mehbooba,"Adnan Sami, Sunidhi Chauhan",
Lapak Jhapak,"Armaan Malik, Siddharth Mahadevan, Yashita Sharma",Dance
Koi Mil Gaya,"K. S. Chithra, Udit Narayan",Romantic
Senorita,"Abhay Deol, Farhan Akhtar, Hrithik Roshan",Dance
Ek Onkaar,Harshdeep Kaur,Devotional
Twinkle Twinkle,"Rana Mazumder, Shreya Ghoshal",Dance
Chupke Se Sun,"Alka Yagnik, Udit Narayan",Romantic
Pal Bhar Ke Liye,"Kishore Kumar, Usha Khanna",Romantic
The Dirty Mashup,Multiple,Dance
Tu Koi Aur Hai,,Sad
Love Ka The End,Aditi Singh Sharma,
Mene Lagan Lagi,Jaspinder Nirula,Sad
Teri Kasam Main Hoon,Vinod Rathod,Dance
Chahe Zubaan,Sonu Nigam,Romantic
Mujhe Tu Jo Mila,Aaman Trikha,Romantic
Tu Roop Ki Rani Main Choron Ka Raja,"Lata Mangeshkar, Talat Mahmood",Dance
Fake Ishq,"Altamash Faridi, Kailash Kher, Nakash Aziz",Sad
Harry Is Not Bhramchari,"Ishq Bector, Jazzy B",Dance
Din Sara Guzara Tore Angana,"Lata Mangeshkar, Mohammed Rafi",Romantic
Desi Romance,"Arijit Singh, Suchi",Dance
Do Hanson Ka Joda,Lata Mangeshkar,Sad
Taki Oh Taki,"Asha Bhosle, Kishore Kumar",Dance
Taki Oh Taki,"Asha Bhosle, Bappi Lahiri",Dance
Yeh Raaste Hai Pyaar Ke,"Jaspinder Narula, Shaan",Dance
Pinjra Tod Ke,Sunidhi Chauhan,
Mere Buddy,"Amitabh Bachchan, Armaan Malik",Dance
Chugliyaan,"Javed Ali, Sahir Ali Bagga",Dance
Mohe Chedo Na,Lata Mangeshkar,Dance
Ishq Vishq Pyaar Vyaar,"Alka Yagnik, Kumar Sanu",Romantic
Jeeye To Jeeye Kaise (Duet Version),"Anuradha Paudwal, Kumar Sanu, S.P. Balasubrahmanyam",Romantic
O Mehbooba,Mukesh,Romantic
Alcholic (Remix),Yo Yo Honey Singh,Dance
Pehli Baar Mile Hain,S.P. Balasubrahmanyam,Dance
Main Hoon No 1 Gawaiya,"Kunal Ganjawala, Satyanarayan, Satyanarayan Mishra, Vinod Rathod",
Tu,"Papon, Shreya Ghoshal",Romantic
Rab Ka Shukrana,Mohit Chauhan,Romantic
Ek But Banaoonga,Mohammed Rafi,Romantic
Muskurane (Unplugged),"Jeet Gannguli, Mohammed Irfan",Romantic
Naina Milaike,"Madhushree, Sadhana Sargam",Dance
Full Jhol,"Akasa Singh, Mika Singh",Dance
O Saathi Re,"Shreya Ghoshal, Vishal Bhardwaj",Dance
Awara Hoon,Mukesh,Dance
Tere Pyar Mein Dil Deewana,"Alka Yagnik, Udit Narayan",Romantic
Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",Dance
In Panchion Ko Dekh Kar,"Baby Sneha, Kavita Krishnamurthy, Shaan",Dance
Lovely (Remix),"Fateh, Kanika Kapoor, Miraya Varma, Ravindra Upadhyay",Dance
Mere Mehboob Tujhe,Mohammed Rafi,Sad
Naam Mera Premkali,Kavita Krishnamurthy,Dance
Humka Peeni Hai Peeni,"Master Saleem, Shabab Sabri",Dance
Humka Peeni Hai,"Master Saleem, Shabab Sabri, Wajid",Dance
Bye Bye Miss Good Night,"Alka Yagnik, Kumar Sanu",Romantic
Bana Ke Kyon Bigada Re,Lata Mangeshkar,Sad
Mausam Hai Bada Qatil,Sonu Nigam,Dance
Ram Narayan Baaja Bajaata,Udit Narayan,Dance
Ek Duje Ke Vaaste,"Hariharan, Lata Mangeshkar",Dance
Yeh Joker,"Shweta Pandit, Sonu Nigam",Dance
Ae Mohabbat Zindabad,Mohammed Rafi,Sad
Daiyya Maiyya,"Rasika Chandrashekhar, Shankar Mahadevan, Udit Narayan",Dance
Yaad Mein Teri,"Lata Mangeshkar, Mohammed Rafi",Sad
Hum To Dil Chahen Tumhara,"Hema Sardesai, Kumar Sanu",Romantic
Tumsa Koi Pyaara,"Alka Yagnik, Kumar Sanu",Romantic
Diwani Tum Jawanon Ki,"Jolly Mukherjee, Mohammad Aziz, Sapna Mukherjee",Dance
Vadiya,Amit Trivedi,Dance
Sukh Karta (Ganpati Aarti),Amit Mishra,Devotional
O Sathiya,"Alka Yagnik, Udit Narayan",Dance
Chuee Muee,"Asha Bhosle, Mohammed Aziz",Romantic
Flip Your Collar Back,Benny Dayal,Dance
In Kadmon Ke Neeche,"Alka Yagnik, Kumar Sanu",Dance
Mahek Bhi,Shreya Ghoshal,Romantic
Dance Basanti (Remix),"Anushka Manchanda, Vishal Dadlani",Dance
Do Dilon Ke,"Hariharan, Shreya Ghoshal",PatrioticSad
Mere Angne Mein,Amitabh Bachchan,Dance
Raat Ko Neend Aati Nahi,"Alka Yagnik, Amit Kumar",Romantic
Saiyyan,"Aaman Trikha, Swati Sharma",Romantic
Mere Ghulam Tera,"Alka Yagnik, Udit Narayan",Dance
Sehra,Ankit Tiwari,Romantic
Sharma Ke Ye Kyon Sab Pardanashi,"Asha Bhosle, Shamshad Begum.",Dance
Pyar Ko Ho Jane Do,"Kumar Sanu, Lata Mangeshkar",Romantic
Dil Darbadar,Ankit Tiwari,Sad
Rind Posh Maal,Shankar Mahadevan,Dance
Main Hoon Deewana Tera,"Anjjan, Arijit Singh, Meet Bros",DanceRomantic
Kaun Hai Woh,"Alisha Chinai, Udit Narayan",Dance
Raju Chacha,"Francis Menezes, Jatin-Lalit, Sehar, Shaan, Shraddha Pandit, Shweta Pandit, Sneha Pant",Dance
Ankhon Se Tune Yeh Kya,"Alka Yagnik, Kumar Sanu",Romantic
Tik Tuk,"Daler Mehndi, Monali Thakur, Vishal Dadlani",Dance
Yunhi Kat Jaayega,"Alka Yagnik, Kumar Sanu",Romantic
Ali Maula,Salim Merchant,Motivational
Yaara Yaara,"Alka Yagnik, Udit Narayan",Dance
Kahin Se Aayi Rani – Kahin Se Aaya Raja,"Amit Kumar, Ishwari, Kavita Krishnamurthy, Shraddha Pandit, Shweta",Dance
Khuda Nigheban Ho,Lata Mangeshkar,Sad
Dhoop Ke Makaan Sa,"Hitesh Sonik, Shekhar Ravjiani",Romantic
Chheda Mera Dil Ne Tarana,Mohammed Rafi,Dance
Beliya,"Aditi Paul, Armaan Malik",Romantic
Mahi,"Harshdeep Kaur, Shabab Sabri",Sad
Aisa Deewana,Sonu Nigam,Romantic
Har Har Gange,Aaman Trikha,Dance
Khambe Jaisi Khadi Hai,Udit Narayan,DanceRomantic
Saawan Mein Lag Gayi Aag,Mika Singh,Dance
Dhoom Dhaam,"Ankit Tiwari, Palak Muchhal",Romantic
Aayi Re Aayi Re Khushi,Sunidhi Chauhan,Dance
Mera Jahan,"Adnan Sami, Ananya Wadkar, Auriel Cordo",Sad
Let It Be,Shaan,Dance
Dua,"Kailash Kher, Marianne D'cruz Aiman, Sukhwinder Sing",Dance
Badlapur,Multiple,Dance
Jab Chaye Tera Jadoo,Kanika Kapoor,Dance
Gulon Mein Rang Bhare,Arijit Singh,Sad
Main Hi Main Hoon,Suresh Wadkar,Romantic
Yaad Teri Yaad,"Abhijeet Sawant, Shreya Ghoshal",Dance
Shabe Firaq,"Himesh Reshammiya, Tulsi Kumar",Dance
Andaz Mera Mastana,Lata Mangeshkar,Dance
Pyaar Kar,"Kavita Krishnamurthy, Shaan, Udit Narayan",Dance
Right Now (Remix),"Sunidhi Chauhan, Suzzane De Mello, Wajid",Dance
Aao Na,Vishal Dadlani,Dance
Tere Pyar Mein Dildar,Lata Mangeshkar,Dance
Hai Isi Men Pyar Ki Abroo,Lata Mangeshkar,Sad
Jhelum,Vishal Bhardwaj,Sad
Yaad Aayee,Adnan Sami,Romantic
Yaari Yaari,Ram Sampath,
Hai Jaana Hai Jaana,Sujatha Mohan,Dance
F.U.N. Fun Funaa,Ali Zafar,Dance
Muh Meetha Kara De,"Benny Dayal, Monali Thakur",Dance
Mere Khwabon Ka,Udit Narayan,Romantic
Mera Karma Tu,"Manhar Udhas, Mohammed Aziz, Suresh Wadkar",Patriotic
Jumme Kie Raat Hai (Remix),"Mika Singh, Palak Muchhal",Dance
Poore Chand,Shail Hada,Romantic
Janeman Ek Nazar Dekh Le,"Asha Bhosle, Lata Mangeshkar",Dance
O Maa Tujhe Salaam,Jagjit Singh,Devotional
Holi Aayi Re,"Kishore Kumar, Lata Mangeshkar, Mahendra Kapoor",Dance
Aaja Mahiya,"Alka Yagnik, Udit Narayan",Dance
O Haseena Zulfonwale Jane Jahan,"Asha Bhosle, Mohammed Rafi",Dance
Mora Gora Ang Laile,Lata Mangeshkar,Romantic
Rangreza,"Abhijeet Sawant, Pragya Patra",Romantic
Sunny Sunny (Remix),"Neha Kakkar, Yo Yo Honey Singh",Dance
Koshampa,"Aaman Trikha, Anweshaa, Sanchita Bhattacharya",Dance
Sweety,"Aishwarya Nigam, Monali Thakur",Dance
Sheher Mein,"Karthik, Mohit Chuahaan",Dance
Mujhpe Har Haseena,"Alisha Chinai, Kumar Sanu, Sonu Nigam",Dance
Mitra,"Amitabh Bhattacharya, Salim Merchant",Sad
Insaaf Ki Dagar Pe Bachchon Dikhaao Chal Ke,Hemant Kumar,Motivational
Tu Hi Tu,Ayushman Khurana,Romance
No. 1 Punjabi,"Jaspinder Narula, Sonu Nigam",Dance
Jeeley Yeh Lamhe,"Amit Mishra, Anupam Amod",Dance
Aaur Main Khush Hoon,Ash King,Dance
Alvida,Mohammed Irfan,Romantic
Bachalo Bachalo,"Alka Yagnik, Sonu Nigam",Dance
Tujhpe Fida,"Shraddha Pandit, Sulaiman Merchant",Dance
Kya Mil Gaya Hay Kya Kho Gaya,"Lata Mangeshkar, Mohammed Rafi",Dance
Chittiyaan Kalaiyaan (Remix),"Kanika Kapoor, Meet Bros",Dance
Bumbro Bumbro,"Jaspinder Narula, Shankar Mahadevan, Sunidhi Chauhan",Dance
Khul Kabhi Toh,Arijit Singh,Romantic
Pankhon Ko,Salim Merchant,Sad
Miliyo Re,"Monali Thakur, Rochak Kohli",Sad
Maula Sun Le Re,Papon,Sad
Sweeta,Adnan Sami,Dance
Hona Hai Kya,Ram Sampath,Dance
Ram Kare Aisa Ho Jaye,Mukesh,Romantic
Catch Me If U Can,Amaal Mallik,Dance
Kabhi Tu Chalia Lagta Hai,"Lata Mangeshkar, S.P. Balasubrahmanyam",Dance
Lakhon Tare Aasman Per,"Lata Mangeshkar, Mukesh",Sad
Farrata,"Adityan, Armaan Malik",Dance
Ye Mera Dil Pagal Hai,"Asha Bhosle, S.P. Balasubrahmanyam",Dance
Tune Maari Entriyaan (Remix),"Bappi Lahiri, KK, Neeti Mohan, Vishal Dadlani",Dance
Dushman Dil Ka Jo,Kavita Krishnamurthy,Dance
Deewane Hai Deewanon Ko,"Lata Mangeshkar, Mohammed Rafi",Dance
Good Morning India,Sonu Nigam,Dance
Aap Aye To Khayal,Mahendra Kapoor,Romantic
Holi Khelein,"Anmol Malik, Shreya Ghoshal",Dance
Kar Doon Kamaal,"Sukhwinder Singh, Sunidhi Chauhan",Dance
Bekas Pe Karam Kijiye,Lata Mangeshkar,Sad
Haath Chhute Bhi,Jagjit Singh,Sad
Yaadan Teriyan,Himesh Reshammiya,Sad
Is Shaane Karam Ka – Qawali,Nusrat Fateh Ali Khan,Devotional
Zulf Ki Chhaon Mein,"Asha Bhosle, Mohammed Rafi",Romantic
Jhoom Barabar Jhoom,"Aaman Trikha, Pawni Pandey, Shabab Sabri, Vineet Singh",Dance
Chhil Gaye Naina,"Dipanshu Pandit, Kanika Kapoor",Sad
Jab Tum (Female),Shreya Ghoshal,Romantic
Tandav,,Dance
Tu Mujhe Suna,"Nitin Mukesh, Suresh Wadkar",Romantic
Kabhi Khushboo,K.K.,Sad
Matari Kotmari Tumba,Atul Kale,Dance
Haule Haule (Remix),"Hard Kaur, Sukhwinder Singh",Dance
Horn OK Please,"Anushka Manchanda, Sukhwinder Singh, Yo Yo Honey Singh",Dance
Raah Mein Un Se,"Alka Yagnik, Kumar Sanu",DanceRomantic
Nazar Bachakar Chale Gaye Woh,Mohammed Rafi,Romantic
Gudiya Rani,Lata Mangeshkar,Dance
Saara Saara Din Tum Kaam Karoge,Kavita Krishnamurthy,Romantic
Maine Pyar Kiya,"Lata Mangeshkar, S.P. Balasubrahmanyam",Dance
Haila Haila,"Alka Yagnik, Udit Narayan",Dance
Dil Ye Ladaku,Monali Thakur,Romantic
Pyaar Se Pyaar,Abhijeet,Dance
Gunja Re Chandan,"Hemlata, Suresh Wadkar",Romantic
Ek Garam Chai Ki Pyali,Anu Malik,Dance
Noor E Khuda,"Adnan Sami, Shankar Ehsaan Loy, Shankar Mahadevan, Shreya Ghoshal",Motivational
Saadi Galli Aaja (Remix),Ayushman Khurana,Dance
Tera Saath Ho,Falak Shabir,Romantic
Odhli Chunariya Tere Naam Ki,"Alka Yagnik, Kumar Sanu",Dance
Lakh Chhupao Chhup Na Sakega,Lata Mangeshkar,Dance
Parinda,Pardeep Sran,
Naraaz Savera Hai,Kumar Sanu,Sad
Tumse Pyar Ho Gaya,"Mili Nair, Neeti Mohan",Dance
Jaane Ye Kya Hua,KK,Romantic
Yeh Haseen Vadiyan Yeh Khula Aasman,"K. S. Chithra, S. P. Balasubramanyam",Romantic
Yaariyan Mashup,Multiple,Dance
Main Hoon Roop Ki Rani,Kavita Krishnamurthy,Dance
Prem Jogan Ban Ke,Ustad Bade Ghulam Ali,Sad
Baap Ki Kasam,"Asha Bhosle, Kishore Kumar",Dance
Dil Jaane Jigar Tujhpe Nisar Kiya Hai,"Alka Yagnik, Kumar Sanu",Romantic
Ye Awaaz Hai,Monali Thakur,Sad
Jawani Ki Rail Kahin Choot Na Jaye,"Anuradha, Shabbir Kumar",Dance
Kuch To Baaki Hai,Himesh Reshammiya,Sad
Main Pyar Ka Rahi Hoon,"Asha Bhosle, Mohammed Rafi",Romantic
Kay Sera Sera,"Kavita Krishnamurthy, Shankar Mahadevan",Dance
Leke Pahla Pahla Pyar,"Asha Bhosle, Mohammed Rafi, Shamshad Begum.",Dance
Jiya Dhadak Dhadak Jaye,Rahat Fateh Ali Khan,Romantic
Ek Tha Tiger Mashup,Multiple,Dance
Gore Mukhde Pe Zulfa Di Chaava,"Aaman Trikha, Shabab Sabri, Shreya Ghoshal",Dance
Ae Ishq Yeh Sab Duniyawale,Lata Mangeshkar,Romantic
Kaun Main Haan Tum,"Alka Yagnik, Udit Narayan",Dance
Shikayat Hai,Roop Kumar Rathod,Sad
Hai Hai Mirchi,"Alka Yagnik, Sukhwinder Singh",Dance
Ruk Ja O Janewali Ruk Ja,Mukesh,Dance
Majboor Tu Bhi Kahin,Amit Mishra,Sad
Soniye Mil Ja,"Sukhwinder Singh, Sunidhi Chauhan",
Aao Milo Chalo,"Shaan, Ustad Sultan Khan",Dance
Happy Ending,"Abhijeet Sawant, Debojit Saha, Harshit Saxena",Dance
O Jogi Jab Se Tu Aaya Mere Dwar,Lata Mangeshkar,Dance
Meri Qismat Men Tu Nahin Shayad,"Lata Mangeshkar, Suresh Wadkar",Sad
Chanchal Mann Ati Random,Divya Kumar,Dance
Purza,Arijit Singh,Dance
Ab Mujhko Jeena,Zubeen Garg,Dance
Chaar Botal Vodka (Remix),,Dance
Dheemi Dheemi,Hariharan,Romantic
Dil Me Kayi Armaan,Aaman Trikha,Sad
Aahista Aahista,"Lucky Ali, Shreya Ghoshal",Romantic
