Song Name,Artist,Genre
Fun Tonight,Lady Gaga,"dance pop, pop, post-teen pop"
Sine From Above (with Elton John),Lady Gaga,"dance pop, pop, post-teen pop"
Enigma,Lady Gaga,"dance pop, pop, post-teen pop"
Replay,Lady Gaga,"dance pop, pop, post-teen pop"
Plastic Doll,Lady Gaga,"dance pop, pop, post-teen pop"
Chromatica II,Lady Gaga,"dance pop, pop, post-teen pop"
Babylon,Lady Gaga,"dance pop, pop, post-teen pop"
Chromatica I,Lady Gaga,"dance pop, pop, post-teen pop"
1000 Doves,Lady Gaga,"dance pop, pop, post-teen pop"
Broken Glass,"Kygo, Kim Petras","edm, pop, pop dance, tropical house"
In meinem Benz,"AK AUSSERKONTROLLE, Bonez MC", 
FLY,"KC Rebell, Summer Cem","german drill, german hip hop"
SKRR,"KALIM, Ufo361","german hip hop, german trap, german underground rap, hamburg hip hop"
"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",Lil Yachty,"atl hip hop, hip hop, melodic rap, rap, trap, underground hip hop, viral rap"
Oprahs Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,"atl hip hop, hip hop, melodic rap, rap, trap, underground hip hop, viral rap"
Roadrunner,Bonez MC,"german hip hop, hamburg hip hop"
Freedom,"Kygo, Zak Abel","edm, pop, pop dance, tropical house"
Fame,Apache 207,german hip hop
Daechwita,Agust D,k-rap
COOLER THAN A BITCH (feat. Roddy Ricch),Gunna,"atl hip hop, hip hop, melodic rap, rap, trap"
In Your Eyes (with Doja Cat) - Remix,The Weeknd,"canadian contemporary r&b, canadian pop, pop"
WUNNA,Gunna,"atl hip hop, hip hop, melodic rap, rap, trap"
Komm Komm,Capital Bra,german hip hop
TOP FLOOR (feat. Travis Scott),Gunna,"atl hip hop, hip hop, melodic rap, rap, trap"
Goodbyes (Feat. Young Thug),Post Malone,"dfw rap, melodic rap, rap"
CANCIÓN CON YANDEL,"Yandel, Bad Bunny","latin, reggaeton, trap latino"
X (with KAROL G),Jonas Brothers,"boy band, dance pop, pop, post-teen pop"
MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox","latin, reggaeton, trap latino"
Together,Sia,"australian dance, australian pop, dance pop, pop"
eight(Prod.&Feat. SUGA of BTS),IU,k-pop
You should be sad,Halsey,"dance pop, electropop, etherpop, indie poptimism, pop, post-teen pop"
CITY OF ANGELS,24kGoldn,cali rap
Astronomia,"Vicetone, Tony Igy","edm, electro house, pop dance, pop edm, progressive electro house, tropical house"
After Hours,The Weeknd,"canadian contemporary r&b, canadian pop, pop"
BUTTERFLY EFFECT,Travis Scott,"rap, slap house"
Never Seen the Rain,Tones And I,
Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos","latin, latin hip hop, reggaeton, trap latino"
ANGELS & DEMONS,jxdn,
Confía,"Sech, Daddy Yankee","latin, panamanian pop, reggaeton, trap latino"
Muévelo,"Nicky Jam, Daddy Yankee","latin, latin hip hop, reggaeton, trap latino"
All Bad (feat. Lil Uzi Vert),Future,"atl hip hop, pop rap, rap, southern hip hop, trap"
Pain 1993 (with Playboi Carti),Drake,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap"
Trillionaire (feat. Youngboy Never Broke Again),Future,"atl hip hop, pop rap, rap, southern hip hop, trap"
Go Stupid,"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",chicago rap
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,"sertanejo, sertanejo universitario"
Racks 2 Skinny,Migos,"atl hip hop, pop rap, rap, trap"
Be Something (feat. Lil Baby),Polo G,chicago rap
BENDICIONES,Bad Bunny,"latin, reggaeton, trap latino"
PTSD,"G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper","chicago drill, chicago rap, drill, rap, southern hip hop, trap"
Excitement,"Trippie Redd, PARTYNEXTDOOR","melodic rap, rap, trap"
Can We Kiss Forever?,"Kina, Adriana Proenza",sad rap
SI ELLA SALE,Bad Bunny,"latin, reggaeton, trap latino"
RONCA FREESTYLE,Bad Bunny,"latin, reggaeton, trap latino"
Zoo York (feat. Fivio Foreign & Pop Smoke),Lil Tjay,"brooklyn drill, melodic rap, nyc rap"
EN CASITA,"Bad Bunny, Gabriela","latin, reggaeton, trap latino"
Qué Maldición,"Banda MS de Sergio Lizárraga, Snoop Dogg","banda, corrido, norteno, regional mexican"
Nicht verdient,"Capital Bra, Loredana",german hip hop
A Tu Merced,Bad Bunny,"latin, reggaeton, trap latino"
Demons (feat. Fivio Foreign & Sosa Geek),Drake,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap"
Moral of the Story,Ashe,"alt z, electropop, indie pop, pop, post-teen pop"
Can I,Kehlani,"dance pop, pop, pop rap, post-teen pop, r&b"
STARGAZING,Travis Scott,"rap, slap house"
Eastside (with Halsey & Khalid),benny blanco,"electropop, pop, pop rap"
Suicidal,YNW Melly,"melodic rap, trap"
How Do You Sleep?,Sam Smith,"dance pop, pop, post-teen pop, uk pop"
No Time To Die,Billie Eilish,"electropop, pop"
D4L,"Future, Drake, Young Thug","canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap"
Time Flies,Drake,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap"
Desires (with Future),Drake,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap"
Not You Too (feat. Chris Brown),Drake,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap"
Landed,Drake,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap"
When To Say When,Drake,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap"
Deep Pockets,Drake,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap"
War,Drake,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap"
From Florida With Love,Drake,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap"
Losses,Drake,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap"
Turks (feat. Travis Scott),"NAV, Gunna","canadian hip hop, canadian trap, hip hop, melodic rap, pop rap, rap, toronto rap, trap"
Boyfriend,Selena Gomez,"dance pop, pop, post-teen pop"
What If I Told You That I Love You,Ali Gatie,"canadian hip hop, pop"
Emotions,Ufo361,"german cloud rap, german hip hop"
FIND MY WAY,DaBaby,"north carolina hip hop, rap"
Keii,Anuel AA,"latin, reggaeton, reggaeton flow, trap boricua, trap latino"
Gods Plan,Drake,"canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap"
Por Primera Vez,"Camilo, Evaluna Montaner","colombian pop, reggaeton colombiano"
@ MEH,Playboi Carti,
Broke In A Minute,Tory Lanez,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, toronto rap, trap"
Fantasias - Remix,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay","puerto rican pop, trap latino"
SUGAR,BROCKHAMPTON,"boy band, hip hop, rap"
90-60-111,Shirin David,"frauenrap, german hip hop, german pop"
YOSEMITE,Travis Scott,"rap, slap house"
Houdini (feat. Swarmz & Tion Wayne),KSI,uk hip hop
Sasuke,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Me Gusta,"Shakira, Anuel AA","colombian pop, dance pop, latin, latin pop, pop"
If Youre Too Shy (Let Me Know) - Edit,The 1975,"modern alternative rock, modern rock, pop, rock"
"Alone, Pt. II","Alan Walker, Ava Max",electro house
Tutu,"Camilo, Pedro Capó","colombian pop, reggaeton colombiano"
Hate Me (with Juice WRLD),Ellie Goulding,"dance pop, edm, electropop, indietronica, metropopolis, pop, post-teen pop, uk pop"
Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,"hip hop, indie pop rap, oakland hip hop, pop rap, rap"
Blanco,J Balvin,"latin, reggaeton, reggaeton colombiano"
PICK UP (feat. Quavo),DaBaby,"north carolina hip hop, rap"
JUMP (feat. YoungBoy Never Broke Again),DaBaby,"north carolina hip hop, rap"
LIGHTSKIN SH*T (feat. Future & jetsonmade),DaBaby,"north carolina hip hop, rap"
That Way - Bonus Track,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
No Me Ame,"Rvssian, Anuel AA, Juice WRLD","latin, latin hip hop, reggaeton, reggaeton flow, trap latino"
Ill Wait,"Kygo, Sasha Alex Sloan","edm, pop, pop dance, tropical house"
Oprahs Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,"atl hip hop, hip hop, melodic rap, rap, trap, underground hip hop, viral rap"
BLAME IT ON BABY,DaBaby,"north carolina hip hop, rap"
Follow,"KAROL G, Anuel AA","latin, reggaeton, reggaeton colombiano"
3 Nights,Dominic Fike,"alternative pop rock, pop"
The Take (feat. Chris Brown),Tory Lanez,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, toronto rap, trap"
Stupid Again,Tory Lanez,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, toronto rap, trap"
Shotz Fired,Bonez MC,"german hip hop, hamburg hip hop"
BaeBae,Samra,german hip hop
To Die For,Sam Smith,"dance pop, pop, post-teen pop, uk pop"
WANNABE,ITZY,k-pop girl group
Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella","dance pop, edm, electropop, pop, pop dance, tropical house"
Heart On Ice,Rod Wave,florida rap
La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro","latin, latin pop, reggaeton, reggaeton flow, trap latino"
Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),"Polo G, Stunna 4 Vegas",chicago rap
Cradles,Sub Urban,modern indie pop
Good as Hell (feat. Ariana Grande),Lizzo,"dance pop, escape room, minnesota hip hop, pop, pop rap, post-teen pop, trap queen"
Forever (feat. Post Malone & Clever),Justin Bieber,"canadian pop, pop, post-teen pop"
I Love Me,Demi Lovato,"dance pop, pop, post-teen pop"
Old Me,5 Seconds of Summer,"boy band, dance pop, electropop, pop, post-teen pop"
Pero Ya No,Bad Bunny,"latin, reggaeton, trap latino"
Hardest To Love,The Weeknd,"canadian contemporary r&b, canadian pop, pop"
BRABA,Luísa Sonza,
Woah,Lil Baby,"atl hip hop, atl trap, rap, trap"
Pretty Please,Dua Lipa,"dance pop, pop, uk pop"
I.F.L.Y.,Bazzi,"dance pop, electropop, pop, post-teen pop"
Cool,Dua Lipa,"dance pop, pop, uk pop"
Future Nostalgia,Dua Lipa,"dance pop, pop, uk pop"
Good In Bed,Dua Lipa,"dance pop, pop, uk pop"
Scared To Live,The Weeknd,"canadian contemporary r&b, canadian pop, pop"
Alone Again,The Weeknd,"canadian contemporary r&b, canadian pop, pop"
Boys Will Be Boys,Dua Lipa,"dance pop, pop, uk pop"
Auto Blu,"Shiva, Eiffel 65","italian hip hop, trap italiana"
Du bist mein,"Zuna, Loredana, SRNO","albanian hip hop, german hip hop"
Too Late,The Weeknd,"canadian contemporary r&b, canadian pop, pop"
Wildflower,5 Seconds of Summer,"boy band, dance pop, electropop, pop, post-teen pop"
Faith,The Weeknd,"canadian contemporary r&b, canadian pop, pop"
Snowchild,The Weeknd,"canadian contemporary r&b, canadian pop, pop"
Escape From LA,The Weeknd,"canadian contemporary r&b, canadian pop, pop"
Allein sein,Ufo361,"german cloud rap, german hip hop"
Bichiyal,"Bad Bunny, Yaviah","latin, reggaeton, trap latino"
Medusa,"Jhay Cortez, Anuel AA, J Balvin","latin, reggaeton, trap latino"
Break Up Song,Little Mix,"dance pop, girl group, pop, post-teen pop, talent show, uk pop"
Teeth,5 Seconds of Summer,"boy band, dance pop, electropop, pop, post-teen pop"
Repeat After Me (Interlude),The Weeknd,"canadian contemporary r&b, canadian pop, pop"
Until I Bleed Out,The Weeknd,"canadian contemporary r&b, canadian pop, pop"
Rosa,J Balvin,"latin, reggaeton, reggaeton colombiano"
Gris,J Balvin,"latin, reggaeton, reggaeton colombiano"
Negro,J Balvin,"latin, reggaeton, reggaeton colombiano"
Verde,"J Balvin, Sky Rompiendo","latin, reggaeton, reggaeton colombiano"
Baby Pluto,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Lo Mein,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
No Judgement,Niall Horan,"dance pop, pop, post-teen pop"
Futsal Shuffle 2020 - Bonus Track,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Arcoíris,"J Balvin, Mr Eazi","latin, reggaeton, reggaeton colombiano"
TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,"north carolina hip hop, rap"
Feel Me,Selena Gomez,"dance pop, pop, post-teen pop"
H <3 T E L,"Dardan, Monet192","albanian hip hop, german hip hop"
25-Aug,Bad Bunny,"latin, reggaeton, trap latino"
Se Me Olvidó,Christian Nodal,"mariachi, nuevo regional mexicano, ranchera, regional mexican"
B.S. (feat. H.E.R.),Jhené Aiko,"alternative r&b, dance pop, pop, pop rap, r&b, urban contemporary"
Soliá,Bad Bunny,"latin, reggaeton, trap latino"
Está Cabrón Ser Yo,"Bad Bunny, Anuel AA","latin, reggaeton, trap latino"
Bean (Kobe) feat. Chief Keef,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Yessirskiii,"Lil Uzi Vert, 21 Savage","melodic rap, philly rap, rap, trap"
Cardigan,Don Toliver,"rap, trap"
Silly Watch,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Hablamos Mañana,"Bad Bunny, Duki, Pablo Chill-E","latin, reggaeton, trap latino"
Lotus,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Lettre à une femme,Ninho,"french hip hop, pop urbaine, rap francais"
Que Malo,"Bad Bunny, Ñengo Flow","latin, reggaeton, trap latino"
Leaders (feat. NAV),Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Strawberry Peels (feat. Young Thug & Gunna),Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
La Zona,Bad Bunny,"latin, reggaeton, trap latino"
Wassup (feat. Future),Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Una Vez,"Bad Bunny, Mora","latin, reggaeton, trap latino"
Moon Relate,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Black And White,Niall Horan,"dance pop, pop, post-teen pop"
The Other Side (from Trolls World Tour),"SZA, Justin Timberlake","pop, pop rap, r&b"
Whine Up,"Nicky Jam, Anuel AA","latin, latin hip hop, reggaeton, trap latino"
Ayy Macarena,Tyga,"dance pop, hip hop, pop rap, rap, southern hip hop, trap"
Trap This Way (This Way),Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Who (feat. BTS),Lauv,"dance pop, electropop, pop, post-teen pop"
Homecoming,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Got The Guap (feat. Young Thug),Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Prices,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
I Can Show You,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Im Sorry,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Black Swan,BTS,"k-pop, k-pop boy group"
Bad Child,Tones And I,
Adicto (with Anuel AA & Ozuna),Tainy,"latin, latin hip hop, latin pop, pop reggaeton, reggaeton, reggaeton flow, trap latino"
<3,Bad Bunny,"latin, reggaeton, trap latino"
"Bad Girls, Good Vibes",Ufo361,"german cloud rap, german hip hop"
Liberdade Provisória - Ao Vivo,Henrique & Juliano,"sertanejo pop, sertanejo universitario"
POP,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Celebration Station,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Bigger Than Life,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Venetia,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
You Better Move,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Chrome Heart Tags,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Bust Me,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
René,Residente,venezuelan hip hop
Secure The Bag,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Urgency (feat. Syd),Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
ON (Feat. Sia),BTS,"k-pop, k-pop boy group"
P FKN R,"Bad Bunny, Kendo Kaponi, Arcangel","latin, reggaeton, trap latino"
Modern Loneliness,Lauv,"dance pop, electropop, pop, post-teen pop"
Heatin Up (feat. Gunna),Lil Baby,"atl hip hop, atl trap, rap, trap"
SKYBOX,Gunna,"atl hip hop, hip hop, melodic rap, rap, trap"
Young & Alive,Bazzi,"dance pop, electropop, pop, post-teen pop"
im so tired...,"Lauv, Troye Sivan","dance pop, electropop, pop, post-teen pop"
"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,"melodic rap, pop rap, rap, trap"
Girl,Myke Towers,trap latino
Puesto Pa Guerrial,"Bad Bunny, Myke Towers","latin, reggaeton, trap latino"
Definitivamente,"Daddy Yankee, Sech","latin, latin hip hop, reggaeton, trap latino"
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,"pop, uk pop"
I Fall Apart,Post Malone,"dfw rap, melodic rap, rap"
"fuck, im lonely (with Anne-Marie)",Lauv,"dance pop, electropop, pop, post-teen pop"
Aventura,"Lunay, Ozuna, Anuel AA","latin, latin pop, reggaeton, reggaeton flow, trap latino"
Rare,Selena Gomez,"dance pop, pop, post-teen pop"
VIBEZ,DaBaby,"north carolina hip hop, rap"
Mean It,"Lauv, LANY","dance pop, electropop, pop, post-teen pop"
That Way,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
Live Off My Closet (feat. Future),Lil Baby,"atl hip hop, atl trap, rap, trap"
Commercial (feat. Lil Uzi Vert),Lil Baby,"atl hip hop, atl trap, rap, trap"
Sum 2 Prove,Lil Baby,"atl hip hop, atl trap, rap, trap"
Filter,BTS,"k-pop, k-pop boy group"
Matrix,Apache 207,german hip hop
Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles","latin, r&b en espanol, reggaeton, trap latino"
Infeliz,"Arcangel, Bad Bunny","latin, latin hip hop, reggaeton, trap latino"
Que Tire Pa Lante,Daddy Yankee,"latin, latin hip hop, reggaeton, trap latino"
Futsal Shuffle 2020,Lil Uzi Vert,"melodic rap, philly rap, rap, trap"
GOODMORNINGTOKYO!,TOKYOS REVENGE,"meme rap, sad rap, vapor trap, viral rap"
Own It (feat. Ed Sheeran & Burna Boy),Stormzy,"grime, uk hip hop"
"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,"atl hip hop, pop rap, rap, southern hip hop, trap"
My Time,BTS,"k-pop, k-pop boy group"
100k Cash,"Capital Bra, Samra",german hip hop
Drown (feat. Clinton Kane),Martin Garrix,"dance pop, dutch edm, edm, pop, pop dance, progressive house, tropical house"
me & ur ghost,blackbear,"electropop, pop, pop rap"
QUE PRETENDES,"J Balvin, Bad Bunny","latin, reggaeton, reggaeton colombiano"
You Need To Calm Down,Taylor Swift,"pop, post-teen pop"
Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion","latin, reggaeton, trap latino"
Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny","latin, latin pop, reggaeton, reggaeton flow, trap latino"
Trampoline (with ZAYN),SHAED,"electropop, pop"
Truth Hurts,Lizzo,"dance pop, escape room, minnesota hip hop, pop, pop rap, post-teen pop, trap queen"
bury a friend,Billie Eilish,
Louder than bombs,BTS,"k-pop, k-pop boy group"
UGH!,BTS,"k-pop, k-pop boy group"
00:00 (Zero OClock),BTS,"k-pop, k-pop boy group"
Friends,BTS,"k-pop, k-pop boy group"
We are Bulletproof : the Eternal,BTS,"k-pop, k-pop boy group"
Inner Child,BTS,"k-pop, k-pop boy group"
Moon,BTS,"k-pop, k-pop boy group"
Outro : Ego,BTS,"k-pop, k-pop boy group"
Interlude : Shadow,BTS,"k-pop, k-pop boy group"
Respect,BTS,"k-pop, k-pop boy group"
Tudo Ok,"Thiaguinho MT, Mila, JS o Mão de Ouro","brega funk, funk carioca"
Perreo en La Luna,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid","latin, reggaeton, trap latino"
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,"detroit hip hop, hip hop, rap"
all the good girls go to hell,Billie Eilish,"electropop, pop"
SENTADÃO,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",funk carioca
Lottery (Renegade),K CAMP,"atl hip hop, hip hop, melodic rap, pop r&b, pop rap, r&b, rap, southern hip hop, trap"
Si Te Vas,"Sech, Ozuna","latin, panamanian pop, reggaeton, trap latino"
Que Calor (with J Balvin & El Alfa),"Major Lazer, Diplo","dance pop, edm, electro house, moombahton, pop, pop dance, pop rap"
Rich Rich,Ufo361,"german cloud rap, german hip hop"
Indeciso,"Reik, J Balvin, Lalo Ebratt",
i love you,Billie Eilish,
Mejor,"Dalex, Sech","latin, r&b en espanol, reggaeton, trap latino"
Give No Fxk,"Migos, Travis Scott, Young Thug","atl hip hop, pop rap, rap, trap"
Come Around Me,Justin Bieber,"canadian pop, pop, post-teen pop"
Habitual,Justin Bieber,"canadian pop, pop, post-teen pop"
All Around Me,Justin Bieber,"canadian pop, pop, post-teen pop"
Get Me (feat. Kehlani),Justin Bieber,"canadian pop, pop, post-teen pop"
Second Emotion (feat. Travis Scott),Justin Bieber,"canadian pop, pop, post-teen pop"
Running Over (feat. Lil Dicky),Justin Bieber,"canadian pop, pop, post-teen pop"
Available,Justin Bieber,"canadian pop, pop, post-teen pop"
Breathe Deeper,Tame Impala,"australian psych, neo-psychedelic"
Changes,Justin Bieber,"canadian pop, pop, post-teen pop"
Confirmation,Justin Bieber,"canadian pop, pop, post-teen pop"
Mios mit Bars,Luciano,"german drill, german hip hop"
E.T.A.,Justin Bieber,"canadian pop, pop, post-teen pop"
Borderline,Tame Impala,"australian psych, neo-psychedelic"
Take It Out On Me,Justin Bieber,"canadian pop, pop, post-teen pop"
No Shame,5 Seconds of Summer,"boy band, dance pop, electropop, pop, post-teen pop"
Might Not Give Up (feat. Young Thug),A Boogie Wit da Hoodie,"melodic rap, pop rap, rap, trap"
Thats What Love Is,Justin Bieber,"canadian pop, pop, post-teen pop"
Forever Yours - Avicii Tribute,"Kygo, Sandro Cavazza",
Baby,"Joker Bra, VIZE",german hip hop
One More Year,Tame Impala,"australian psych, neo-psychedelic"
Good News,Mac Miller,"hip hop, pittsburgh rap, rap"
wish you were gay,Billie Eilish,"electropop, pop"
Only The Young - Featured in Miss Americana,Taylor Swift,"pop, post-teen pop"
Lost In Yesterday,Tame Impala,"australian psych, neo-psychedelic"
At Least For Now,Justin Bieber,"canadian pop, pop, post-teen pop"
you should see me in a crown,Billie Eilish,
Too Good At Goodbyes,Sam Smith,"dance pop, pop, post-teen pop, uk pop"
Intentions,"Justin Bieber, Quavo","canadian pop, pop, post-teen pop"
Yikes,Nicki Minaj,"dance pop, hip pop, pop, pop rap, post-teen pop, queens hip hop"
Yellow Hearts,Ant Saunders,"chill r&b, pop"
Birthday,Anne-Marie,"dance pop, pop, pop dance, post-teen pop, tropical house, uk pop"
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,"rap, trap"
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,"dance pop, escape room, minnesota hip hop, pop, pop rap, post-teen pop, trap queen"
"I Do It (ft. Big Sean, Lil Baby)",Lil Wayne,"hip hop, new orleans rap, pop rap, rap, trap"
Get Me,"Justin Bieber, Kehlani","canadian pop, pop, post-teen pop"
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",r&b en espanol
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles, Natti Natasha, Farruko","latin, reggaeton, trap latino"
EARFQUAKE,"Tyler, The Creator","hip hop, rap"
Pa Olvidarme De Ella,"Piso 21, Christian Nodal","colombian pop, latin, latin pop, reggaeton, reggaeton colombiano, trap latino"
Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin","dance pop, edm, electronic trap, pop, pop dance"
Psycho,Red Velvet,"k-pop, k-pop girl group"
Suge,DaBaby,"north carolina hip hop, rap"
Con Altura,"ROSALÍA, J Balvin, El Guincho",r&b en espanol
Only Human,Jonas Brothers,"boy band, dance pop, pop, post-teen pop"
Eleven,Khalid,pop
Talk (feat. Disclosure),Khalid,pop
Hot (Remix) feat. Gunna and Travis Scott,"Travis Scott, Young Thug","atl hip hop, hip hop, melodic rap, rap, trap"
Weiss,Samra,german hip hop
Con Calma,"Daddy Yankee, Snow",
MIDDLE CHILD,J. Cole,"conscious hip hop, hip hop, north carolina hip hop, rap"
Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam","latin, panamanian pop, reggaeton, trap latino"
FML,Arizona Zervas,"pop rap, rhode island rap"
King Of My City,A Boogie Wit da Hoodie,
Those Kinda Nights (feat. Ed Sheeran),Eminem,"detroit hip hop, hip hop, rap"
Mon Ami,Samra,german hip hop
Break My Stride,Matthew Wilder,new wave pop
Kein Wort,"Juju, Loredana, Miksu / Macloud","frauenrap, german hip hop, german pop"
Graveyard,Halsey,"dance pop, electropop, etherpop, indie poptimism, pop, post-teen pop"
Wake Up Call (feat. Trippie Redd),KSI,uk hip hop
Turn Me On (feat. Vula),"Riton, Oliver Heldens","dance pop, house, pop dance, tropical house, uk dance"
Hips Dont Lie (feat. Wyclef Jean),Shakira,"colombian pop, dance pop, latin, latin pop, pop"
Liar,Camila Cabello,"dance pop, electropop, pop, post-teen pop"
Going Bad (feat. Drake),Meek Mill,"hip hop, philly rap, pop rap, rap, southern hip hop, trap"
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,"pop, post-teen pop"
Panini,Lil Nas X,"lgbtq+ hip hop, pop rap"
idontwannabeyouanymore,Billie Eilish,"electropop, pop"
The London (feat. J. Cole & Travis Scott),"J. Cole, Young Thug","atl hip hop, atl trap, gangster rap, hip hop, melodic rap, pop rap, rap, trap"
223s (feat. 9lokknine),YNW Melly,"melodic rap, trap"
Darkness,Eminem,"detroit hip hop, hip hop, rap"
"You Gon Learn (feat. Royce Da 59"" & White Gold)",Eminem,"detroit hip hop, hip hop, rap"
Blue World,Mac Miller,"hip hop, pittsburgh rap, rap"
Liberdade Provisória,Henrique & Juliano,"sertanejo pop, sertanejo universitario"
Unaccommodating (feat. Young M.A),Eminem,"detroit hip hop, hip hop, rap"
Donuts,Gzuz,"deep german hip hop, german hip hop, hamburg hip hop"
Leaving Heaven (feat. Skylar Grey),Eminem,"detroit hip hop, hip hop, rap"
Zu Ende,"Samra, ELIF",german hip hop
B.I.T.C.H.,Megan Thee Stallion,"houston rap, pop, pop rap, trap queen"
Look At Her Now,Selena Gomez,
Bi Sonraki Hayatımda Gel,"Murda, Ezhel","basshall, turkish trap"
Legends,Juice WRLD,"chicago rap, melodic rap"
11:00 PM,Maluma,"latin, reggaeton, reggaeton colombiano"
Post Malone (feat. RANI),Sam Feldt,"dance pop, edm, electro house, pop, pop dance, pop edm, tropical house"
In Too Deep,Eminem,"detroit hip hop, hip hop, rap"
Premonition - Intro,Eminem,"detroit hip hop, hip hop, rap"
I Can See,Mac Miller,"hip hop, pittsburgh rap, rap"
Hand Me Downs,Mac Miller,"hip hop, pittsburgh rap, rap"
No Regrets (feat. Don Toliver),Eminem,"detroit hip hop, hip hop, rap"
Complicated,Mac Miller,"hip hop, pittsburgh rap, rap"
Lock It Up (feat. Anderson .Paak),Eminem,"detroit hip hop, hip hop, rap"
Marsh,Eminem,"detroit hip hop, hip hop, rap"
Stepdad,Eminem,"detroit hip hop, hip hop, rap"
"Yah Yah (feat. Royce Da 59"", Black Thought, Q-Tip & Denaun)",Eminem,"detroit hip hop, hip hop, rap"
